,rice_type,path,r_mean,g_mean,b_mean,r_variance,g_variance,b_variance,r_skewness,g_skewness,b_skewness,r_kurtosis,g_kurtosis,b_kurtosis,r_entropy,g_entropy,b_entropy,major_axis_length (px),minor_axis_lenth (px),contour_area (px),contour_perimeter (px),roundness,aspect_ratio
15,arborio,../data/Arborio\Arborio (9102).jpg,219.51448538754764,218.33265565438373,226.0651842439644,16.94329028288463,16.994923881263208,16.21657950424479,-1.143001283857619,-1.1206052681544605,-1.4070540698942373,2.154018764816925,2.056770839747693,3.421663270794639,8.967729177029959,8.967677715036071,8.968137212996961,141.1020965576172,71.17132568359375,7717.5,363.88939011096954,0.7323989550524406,1.9825694576059263
16,arborio,../data/Arborio\Arborio (5706).jpg,221.1118387262455,221.37121212121212,229.06959424756036,18.435228740706133,18.880038814643008,17.508134490277058,-1.087914369362225,-1.0558359461761773,-1.2700433849889474,1.0994161569032417,0.963986935180511,1.9048242859135036,8.956739487543706,8.956573060907235,8.957307741889707,133.48663330078125,74.9305419921875,7629.0,356.59292674064636,0.7539317450685289,1.7814716102640629
17,arborio,../data/Arborio\Arborio (7746).jpg,228.20568523226254,227.74959556274555,230.61301132424313,19.10848396090713,19.369682584959865,17.405985516016084,-1.0820655352638193,-1.0315984607063429,-1.4970723341853085,2.1231898306403796,1.9487395825775602,3.6229067812557796,9.062140594534418,9.0620290971965,9.062799956302431,148.6328582763672,74.61941528320312,8489.0,389.3036036491394,0.7038652911574036,1.9918791605678063
18,arborio,../data/Arborio\Arborio (9193).jpg,203.96294970467156,203.92930016108824,212.51100769643816,15.445800105075202,15.66970820985382,15.751073781880828,-1.13398421334325,-1.1123441598714099,-1.2797140617835872,2.92885275335335,2.8134940536340936,3.35393990163734,8.625229545180119,8.625142036534157,8.625345608733262,119.47965240478516,59.63286209106445,5453.5,311.8061298131943,0.7048811292342816,2.0035874216858747
19,arborio,../data/Arborio\Arborio (4671).jpg,203.53451756156642,203.96554972412866,208.91347059615126,15.806581998899972,16.15588255552647,15.986414831495106,-0.4307488459679813,-0.4142084870790062,-0.4863956211609288,0.871045466940048,0.7757345856240185,0.9177398006742554,8.910353577563097,8.910230727610422,8.910439271489611,141.1900634765625,67.32283782958984,7269.5,357.0365778207779,0.7166200956278586,2.0972090308187576
20,arborio,../data/Arborio\Arborio (11034).jpg,216.09582952019872,214.8999869263956,222.19427376127598,16.77420017299592,16.805279768144388,16.65950586349861,-0.781406209887238,-0.7725861531287096,-0.8413890350887376,0.7137872580815392,0.66101631001998,0.9587033018294231,8.93924384853043,8.939198078576721,8.939448451469914,138.2132110595703,70.21084594726562,7499.0,356.81832242012024,0.7401486025758381,1.968545018861905
21,arborio,../data/Arborio\Arborio (14926).jpg,203.42051979449985,203.25022665457843,206.30507706255668,13.29550843589006,13.314709565195319,12.783990534878924,-1.0582283812646878,-1.0725001374227732,-1.1644433976589936,3.0879996664542237,3.115693372707422,3.982779315363923,8.79535278278319,8.795341856246411,8.795572621323213,126.90159606933594,65.40056610107422,6477.0,328.04877042770386,0.7563223466914205,1.9403745813639304
22,arborio,../data/Arborio\Arborio (2560).jpg,211.61096873398256,213.61212198872374,224.36763198359816,15.729348136761082,16.173617863968207,16.281147806972236,-1.395998903346506,-1.4001079262450256,-1.6278207206309265,3.4969926569011394,3.4735642720777227,4.478263685153462,8.959513941081365,8.959402911457616,8.959634571455927,137.51315307617188,73.24828338623047,7642.0,364.2497808933258,0.7237995336810813,1.877356665835833
23,arborio,../data/Arborio\Arborio (5227).jpg,220.40850348927373,220.36146291031275,225.11915223571984,18.331345329617612,18.457199574568033,17.988716400869016,-1.0897790001261396,-1.0738665838107722,-1.1298725213768588,1.7938678480913897,1.7454626966516056,2.027739277102027,8.950312818322415,8.9502625741668,8.950589698389845,146.4154510498047,67.50050354003906,7579.0,378.1320307254791,0.6660929499093577,2.1691016121525064
24,arborio,../data/Arborio\Arborio (9273).jpg,209.23523136418189,209.09734631284172,215.47139618615816,19.594730443994134,19.942705801774636,19.70850058383423,-0.8664502367349426,-0.8386147188981459,-0.9489551674986463,0.9126216540411227,0.7848273537518788,0.9883458893226265,8.917992361749052,8.917825431672874,8.918194045316314,136.94935607910156,68.80591583251953,7341.5,358.14927566051483,0.7192278781525023,1.9903718222783338
25,arborio,../data/Arborio\Arborio (10578).jpg,226.3765161935726,225.43553832687257,232.30711516818806,17.526708375244894,17.55815043859546,16.698551927086285,-1.2898860913552488,-1.2869570668282042,-1.5540387345002986,3.593905532768487,3.53175325874621,4.770237892196706,8.983701152646322,8.983663307686232,8.984121330542731,139.8995819091797,73.35160064697266,7838.5,370.9188276529312,0.7159539175311146,1.9072464769036173
26,arborio,../data/Arborio\Arborio (12851).jpg,200.13276474769012,200.95152807391614,207.24790334044064,15.808249978299575,16.02865854227803,15.638153407367557,-0.8249754937245288,-0.8525975384131492,-0.9772191446800556,1.5253884779019558,1.5582456956042083,2.038036181066299,8.85544904725211,8.855382328158043,8.855720784421692,131.92945861816406,68.44226837158203,6882.5,354.7766922712326,0.6871410963665198,1.9276020762769253
27,arborio,../data/Arborio\Arborio (10414).jpg,202.8825813820674,203.27926898914905,203.06670474014848,20.536791387886492,20.407836780758654,19.5227998155452,-0.8093302020953744,-0.8469641076281613,-0.8923899212205221,0.04737078805206796,0.12558285828356297,0.33184724457691184,9.072086664515652,9.072167779249726,9.07259953139692,150.39686584472656,75.2958755493164,8582.0,398.67618703842163,0.6785123895577161,1.9974117406500094
28,arborio,../data/Arborio\Arborio (11238).jpg,197.37545022331076,197.45166402535656,206.15415646160497,12.41660119025633,12.479914891089358,12.712635552005333,-0.6529342662603216,-0.6537262080358818,-0.9220234817434859,3.4144283171809424,3.432135261659448,3.8027610419024955,8.843186074291262,8.843166763210391,8.843254591183467,134.9601593017578,64.57113647460938,6789.0,348.3919162750244,0.7028773258685195,2.090100417464803
29,arborio,../data/Arborio\Arborio (14107).jpg,204.35406169349883,204.38318790709107,211.99938552292,18.784666243316416,19.398372508070352,18.42052542006285,-0.8599972943186384,-0.806680291540793,-1.0919350828867276,0.785258113227377,0.6116642499853082,1.4894672633063886,8.999814870011853,8.999529806082531,9.000257809509337,136.69371032714844,75.83938598632812,7978.0,370.67618703842163,0.7296498911110713,1.8024105621291655
30,arborio,../data/Arborio\Arborio (10831).jpg,213.5076728365765,214.5045087802563,214.7373833254232,19.11130736717979,19.31538755603511,18.10308061902079,-0.9897023241345038,-1.0088479640946286,-1.0313534429983606,1.2429099279672284,1.2773174865680499,1.5188564190535505,8.747481957884508,8.747428475051363,8.747954263174336,124.6357192993164,65.1536865234375,6174.0,325.9655101299286,0.7301854724849716,1.912949611139527
31,arborio,../data/Arborio\Arborio (7004).jpg,225.27050904501473,224.98499509185248,227.22801851072782,18.558150102062502,18.785888120953008,17.580387364959897,-1.715780166660373,-1.6923403194070787,-1.8174592347127119,3.8854149676438974,3.732553659234088,4.651037752065692,8.868621366604387,8.868523376068895,8.869045799846567,135.61656188964844,66.39470672607422,6980.0,349.7056245803833,0.7172326506025839,2.0425809311751917
32,arborio,../data/Arborio\Arborio (13650).jpg,216.37726753773944,214.97919573766333,221.02359507801597,19.533548153600087,19.564124288100288,18.80999700228631,-0.8857673802595191,-0.8764778358874479,-0.9618792062814265,0.3127926958925551,0.26206842436596434,0.5715366018660766,8.968259498044675,8.96819156716662,8.968725903047368,140.27499389648438,72.00350952148438,7725.5,369.74725472927094,0.7101114977210692,1.9481688438343299
33,arborio,../data/Arborio\Arborio (6169).jpg,207.7138070640793,208.1736702498953,213.9466703895016,17.15564906836539,17.387825965061808,17.30579651858902,-1.2503661610506251,-1.2117719861353091,-1.2898823571423437,2.717189152037697,2.557196379488809,2.7957389837482887,8.873129979774024,8.873051824826062,8.873274728023768,141.879150390625,63.86577606201172,7006.5,365.26197350025177,0.659936376453261,2.22152080721394
34,arborio,../data/Arborio\Arborio (14280).jpg,203.74648117839607,204.05400981996726,208.4075286415712,15.45635954789956,15.409827669275236,15.615590327214349,-0.08396895921002503,-0.1287936185860443,-0.1541532903251969,1.9033333137716513,1.994320069977232,2.006464352445562,8.714784341266522,8.714807034865899,8.714850235258481,137.03756713867188,57.14896774291992,5965.0,344.3330411911011,0.6322122626852916,2.397901004181291
35,arborio,../data/Arborio\Arborio (12532).jpg,201.52448700410397,202.31313269493845,206.75225718194255,16.558676940678506,16.746098923347446,16.70409308065997,-0.7648346241620808,-0.7659299070228939,-0.8049529387139852,1.1332362735666126,1.1025027535251462,1.2541917547226729,8.893534393009508,8.8934823300365,8.893646986444535,133.14991760253906,69.63336944580078,7155.0,355.22034335136414,0.7125639432930684,1.9121567527502237
36,arborio,../data/Arborio\Arborio (5058).jpg,225.9479292806975,226.09614918866555,232.43133930733833,21.172148058430494,21.662968453040605,20.528666096285388,-1.3199792877645784,-1.2922931515418963,-1.4347107604673113,2.3135084955116128,2.19077431435941,2.6743233627689875,9.014325021541085,9.01411375565916,9.014837907912836,145.12643432617188,71.80653381347656,8089.0,381.5634891986847,0.6981859039772992,2.021075612745072
37,arborio,../data/Arborio\Arborio (8838).jpg,208.06351942713167,207.9030632542103,218.06179551783583,16.47674421801173,16.567377660679092,16.949907487399187,-1.264014715102826,-1.2488329383378953,-1.386747608640887,3.2170486615890015,3.131732077214558,3.5931643966227815,8.924845792895853,8.924805343928744,8.924956832040678,138.8427276611328,68.8797836303711,7382.0,365.7056245803833,0.6936184315380441,2.015725374606331
38,arborio,../data/Arborio\Arborio (13619).jpg,205.02197227308397,205.18375621239863,210.70742872089983,17.984472296255195,18.464732518009008,18.123031745993067,-0.695331262963279,-0.6766622932392036,-0.7460448875870496,0.6536236785911793,0.5116685427782062,0.6956007658837962,8.937991950945893,8.937784836178249,8.938140858856599,137.9354705810547,70.09724426269531,7485.5,366.634556889534,0.6997838016224396,1.9677730848324069
39,arborio,../data/Arborio\Arborio (2721).jpg,214.86660497091486,215.69341618191433,218.80195663670017,20.091896519586086,20.48374397674299,19.52991558970153,-1.0243390802183536,-1.020317338805496,-1.0890463516209754,1.2315197900661157,1.2085497128794764,1.4612547957361168,8.926612322185399,8.926466920210544,8.927015299808758,141.49012756347656,68.34423828125,7403.0,362.2497808933258,0.7089267280407688,2.070256851517122
40,arborio,../data/Arborio\Arborio (516).jpg,208.11930136175252,208.5294552989935,215.25888099467142,24.608050661929283,24.960988476589293,24.05382632020391,-0.3337650143435163,-0.331862137821675,-0.45103010918821096,-0.21087334741678898,-0.22831612361864417,0.006938912540420006,8.81105408783228,8.8108752903245,8.81179461012087,134.97482299804688,63.39424514770508,6609.0,347.50461411476135,0.6877402861002766,2.1291336884533134
41,arborio,../data/Arborio\Arborio (11125).jpg,214.08902454533893,213.92280300139896,216.39984738649372,15.919520961675703,16.0155901430243,15.366782041467065,-1.3818368435034198,-1.384388332250301,-1.5188332119936663,3.6863540648017765,3.6687572583739274,4.339298211107714,8.967043903060475,8.967003423838571,8.967293100016281,146.31541442871094,69.23722839355469,7696.5,378.634556889534,0.6746253264652912,2.113247711145114
42,arborio,../data/Arborio\Arborio (8235).jpg,221.82319716274793,221.88834887692104,229.64941547353212,18.295251859193165,18.671571289742257,17.731389294216495,-1.031051713666674,-0.9926374797671377,-1.2373673870151995,2.035301102477624,1.8536741931596241,2.840860452267556,8.934092059576795,8.933949601110225,8.93451642940159,140.2325897216797,69.55634307861328,7451.0,367.5634891986847,0.6930422260559204,2.016100667672931
43,arborio,../data/Arborio\Arborio (6876).jpg,232.71613783691572,232.19959058341863,230.88877516206074,21.923202237402005,21.98835012472608,20.180686460669005,-1.783174631230382,-1.7754354445516527,-1.963999326469451,3.620256450301813,3.5562732147911014,4.731497741852221,8.671506549193587,8.671456867652346,8.672161289217819,124.19100189208984,60.08289337158203,5726.5,320.7766922712326,0.699348293509682,2.066994362672115
44,arborio,../data/Arborio\Arborio (7100).jpg,215.96009782468786,216.55566997039517,214.6614750933196,16.4418647472025,16.686622773966103,15.116709026739345,-1.9142813356778383,-1.9040242524041744,-2.0431009130123,5.004251384498664,4.8824568099265715,6.000115146007017,8.954830850737835,8.954755013162519,8.95527623157473,134.0127410888672,73.02317810058594,7614.0,359.36247873306274,0.7408960444599488,1.8352082800925351
45,arborio,../data/Arborio\Arborio (2981).jpg,226.09245283018868,225.34929245283018,230.42287735849055,15.928618919843977,15.930380569589623,15.44160487000906,-1.5086484183352027,-1.502365459799143,-1.6830933609822598,4.142106959846425,4.100494547167779,5.231320695592837,9.04287840647533,9.042860784562356,9.043119125438123,139.7545166015625,76.8311996459961,8317.5,374.7766922712326,0.7441449277327039,1.8189813154745598
46,arborio,../data/Arborio\Arborio (7156).jpg,213.35761758691206,214.05163599182004,218.80291411042944,17.638984030739675,17.91176385935097,17.253722015102852,-1.1034334856864079,-1.1037402162911347,-1.1653461561746188,2.3079550118918823,2.2479245606612603,2.578237835972818,8.961405680116812,8.961317182085171,8.961725966857239,137.807861328125,72.80828857421875,7669.0,365.9898953437805,0.7194662260589835,1.892749630938619
47,arborio,../data/Arborio\Arborio (14714).jpg,216.67955390334572,215.8180916976456,221.25315985130112,19.094099178076974,19.222555115912748,18.609787163356668,-1.6767136607620114,-1.6494985630729426,-1.7956890352961201,3.284283242625247,3.1561121208041336,3.8602487012912037,8.991796624424563,8.991708822588052,8.992158823134321,141.8070068359375,72.94036102294922,7903.0,375.0782079696655,0.7059243801821866,1.944150054197302
48,arborio,../data/Arborio\Arborio (1591).jpg,224.35947812739832,224.1539524174981,221.08871834228702,22.74989870392019,22.77260939537742,20.34408013855093,-1.226268253667372,-1.2283218966587317,-1.3411522202197412,1.6097910870603904,1.6203589600618633,2.413261494207756,8.77645938628005,8.776437576132139,8.777415617434638,127.32805633544922,64.88835906982422,6370.5,338.7766922712326,0.6975194742994207,1.96226346544587
49,arborio,../data/Arborio\Arborio (13315).jpg,229.00014388489208,229.18086330935253,236.35136690647482,16.957231633878425,17.323140202508686,16.63495792038151,-1.876312630673084,-1.8082224336760535,-2.1246793200709666,5.9636390483431025,5.599948309684901,7.072463890346317,8.843600772975394,8.843481361179794,8.843871387046033,136.05274963378906,64.34632110595703,6798.0,343.4213538169861,0.7243299322639025,2.1143827229804693
50,arborio,../data/Arborio\Arborio (13543).jpg,227.31475720275938,226.59299337210877,231.36561612335993,18.746589011487814,18.931703683602482,18.15130290161894,-1.1612837742925548,-1.1149868566023118,-1.3064763064474443,2.7812235838280213,2.6280327941618813,3.250272092198087,8.904752771166148,8.904662667456403,8.905082507036568,131.47499084472656,72.0865478515625,7248.5,347.88939011096954,0.7526197998103032,1.8238491752366084
51,arborio,../data/Arborio\Arborio (11885).jpg,217.55520404935146,217.82125909522304,225.39386270167668,17.965422473436877,18.329465683897467,17.224791654346564,-1.0863533104221617,-1.0357431290788426,-1.3635227876529155,2.0233764271963177,1.77293755163454,3.354982861018184,8.748256310693563,8.74812399291228,8.748747817356447,129.8358917236328,61.69422912597656,6179.0,332.8771975040436,0.7007449332904765,2.104506265221571
52,arborio,../data/Arborio\Arborio (12263).jpg,207.77002164502164,209.82305194805195,219.99512987012986,16.458272007313564,17.14087432765768,17.360261521866747,-1.4727543795347675,-1.4717478953041896,-1.6129768435828145,2.959575677977515,2.8708696426226554,3.4743457834096523,8.904871130429772,8.904657265409384,8.904883106702574,136.85060119628906,68.33661651611328,7235.0,358.3919162750244,0.7078349275962081,2.0025955069639814
53,arborio,../data/Arborio\Arborio (12558).jpg,214.20207189216177,213.55491762356465,217.2890664003994,19.50196225305826,19.710065584324262,18.663082225335362,-0.6037815409846662,-0.5891972150163168,-0.7006483451756259,0.5194388890187098,0.43737006271488266,0.9065972070652699,8.984452585931193,8.984336021982644,8.984913078523718,137.6923370361328,74.97978973388672,7855.5,369.4041088819504,0.7234029132583474,1.8363926802785298
54,arborio,../data/Arborio\Arborio (7308).jpg,216.35800024749412,216.74161613661676,223.55970795693602,16.5232633233263,16.838569934447644,16.288828101026766,-0.9155749090907628,-0.8929522876709367,-1.075497429003005,1.7495032630987448,1.6603122233416632,2.261609317248268,8.99427112303655,8.994166849054707,8.994532798688358,144.9599151611328,70.51486206054688,7912.5,376.0071402788162,0.7032850778654116,2.055735641043507
55,arborio,../data/Arborio\Arborio (3094).jpg,226.18615815442058,225.91385518069075,235.33084411254833,17.080537121582378,17.330131822482656,16.154752150335806,-0.9888240451385455,-0.9602267763298539,-1.4932599157526099,2.806755980076077,2.657755278914359,4.510672975873072,8.919584033806167,8.919491053736273,8.920071478788993,142.78794860839844,66.7868423461914,7338.5,369.11983811855316,0.6768343464281859,2.1379652577112904
56,arborio,../data/Arborio\Arborio (4832).jpg,226.11092052601487,225.05731846769584,231.04788450543168,17.76017633836871,17.79008733348482,17.405433077033635,-1.3379152128580434,-1.323475286745269,-1.4544865294978422,2.732919222323301,2.6668640681290015,3.2487111956429118,8.849879586945349,8.849838943608052,8.850132932583822,132.3197021484375,67.09683990478516,6848.0,345.36247873306274,0.7214783615493814,1.972070552595441
57,arborio,../data/Arborio\Arborio (9696).jpg,222.13058252427186,222.15760517799353,231.05032362459548,17.10008626586055,17.37282177677421,16.8710029670886,-1.279601424005931,-1.2619562517616827,-1.5192278263476595,3.5369390916881125,3.4784758446635378,4.367764973642657,8.72599032359386,8.725891173237496,8.726288259689039,121.5759048461914,64.48128509521484,6042.5,321.4629839658737,0.7347922713471973,1.8854448180843337
58,arborio,../data/Arborio\Arborio (10537).jpg,224.0001291322314,222.77040289256198,229.96035640495867,17.899943614041913,18.07183484926005,16.952093576111498,-1.3322546516210683,-1.2971546608722506,-1.5936700258328038,2.7920276351912214,2.5817265521188766,4.218042292636723,8.951343846718075,8.951243549092931,8.951828648726263,137.28407287597656,71.04703521728516,7593.0,357.9898953437805,0.7445291861850716,1.932298405642358
59,arborio,../data/Arborio\Arborio (9138).jpg,213.9912070343725,216.15321076472156,226.1974420463629,18.993064478638228,19.655561052686306,19.416859748424272,-1.283510755970775,-1.2701231758390743,-1.445100620692933,1.7383161449739664,1.637701448408797,2.3678493422405067,8.919340638435301,8.919133074692652,8.919592448017845,133.5739288330078,71.64138793945312,7353.5,358.0904005765915,0.7206403956447438,1.864479914123052
60,arborio,../data/Arborio\Arborio (8510).jpg,202.89461005721168,203.57783800060224,207.07813911472448,18.60602167633088,19.00639958223571,18.387701897110148,-1.3123137647326053,-1.289227731696564,-1.3692976541316142,1.6651431284658704,1.557536407352039,1.7968943189298026,8.796763053517928,8.796601737262158,8.797037512513452,122.5030288696289,68.42418670654297,6492.5,333.8650048971176,0.7319476542723766,1.7903468753676062
61,arborio,../data/Arborio\Arborio (7906).jpg,220.1615987252689,220.78701367680256,226.17155756207674,22.49411413158091,22.798320020169115,21.9438748880766,-1.0360210906194591,-1.0260040808529525,-1.1355265590701484,0.8638276708033845,0.8036820711160613,1.2863597123483665,8.921337872818043,8.921220860564416,8.921865842555622,143.67796325683594,66.09850311279297,7374.0,365.8477599620819,0.6923284791091874,2.1736946600993137
62,arborio,../data/Arborio\Arborio (2178).jpg,219.0184948979592,218.64477040816325,227.63711734693877,20.213354654056918,20.47875661714101,20.8911080991022,-1.4742462848195002,-1.4519793967981105,-1.411468600029277,2.472956826653417,2.372324418845039,2.2382708215888774,8.962502281112833,8.962367355107386,8.9625640684288,146.005126953125,67.71917724609375,7681.5,373.4041088819504,0.6923053915193664,2.1560381104829065
63,arborio,../data/Arborio\Arborio (4489).jpg,208.588896797153,207.32113879003558,216.59402135231318,18.37325268663,18.695922437452907,18.53645729336445,-0.3796830872420649,-0.34680429853079864,-0.432810671493933,0.043461559933846594,-0.08046098304239946,0.15955040034556633,8.853291409501693,8.853104720865213,8.85350776855005,129.3036346435547,68.98942565917969,6874.5,344.14927566051483,0.7293857272042563,1.874252951203539
64,arborio,../data/Arborio\Arborio (11653).jpg,224.35429662635264,223.90184595798854,227.49993634627626,19.866190369504928,19.98233662091032,19.73774371252295,-1.5515113902544726,-1.5309114612242156,-1.5800781280387193,3.3425869130804413,3.2586819108725846,3.448159955606818,8.964765705344671,8.964701090949662,8.96493273589839,146.1126251220703,67.85231018066406,7696.0,372.3330411911011,0.6976085066920623,2.153392047124553
65,arborio,../data/Arborio\Arborio (2965).jpg,224.07891281512605,224.6515231092437,230.13878676470588,17.920154026714812,18.184330639461106,17.907034688032848,-1.086481853691021,-1.088322067585058,-1.1790473184901138,2.4409551837473904,2.438317143502795,2.6491919019660273,8.934694078506674,8.934611153072296,8.934866294955699,135.08270263671875,71.9466781616211,7464.5,357.74725472927094,0.7329223524162928,1.8775391176958696
66,arborio,../data/Arborio\Arborio (13416).jpg,228.49210454669208,228.8354206370814,234.76558671385789,19.691424989477778,20.2517646611962,18.99570493649048,-1.5531115916093141,-1.497440845504963,-1.7625095102661605,3.216434132524183,2.9153701932268694,4.165172681306326,8.897997077550935,8.897785156534017,8.898450844965474,132.9407958984375,70.0318374633789,7199.5,346.9188276529312,0.7517206140743545,1.898290844759785
67,arborio,../data/Arborio\Arborio (7976).jpg,226.2581903276131,224.5279511180447,228.03939157566302,17.78727371547635,17.618639549192686,16.885347136111204,-1.3127379715564287,-1.2971619264961036,-1.4529063956597075,2.8713444468113405,2.801025522517378,3.6342047690449437,8.9447172664906,8.944730995401981,8.945076491648248,136.3642578125,72.72686004638672,7542.0,360.1320307254791,0.7307568452024561,1.875019184459827
